name,lastName,age,country,gender,wealthSource,,,
Randal Kirk, Kirk,64, United States,M, pharmaceuticals,,,
Kwek Leng Beng, Kwek,77, Singapore,M, real estate,,,
Louis Le Duff, Le Duff,71, France,M, bakeries,,,
Yusaku Maezawa, Maezawa,42, Japan,M, online retail,,,
Sergio Mantegazza, Mantegazza,90, Switzerland,M, travel,,,
Hans Melchers, Melchers,80, Netherlands,M, chemicals, investments,,
Erwin Franz Mueller, Mueller,85, Germany,M, drugstores,,,
Rishad Naoroji, Naoroji,66, India,M, consumer goods,,,
Husnu Ozyegin, Ozyegin,73, Turkey,M, finance, diversified,,
Prajogo Pangestu, Pangestu,74, Indonesia,M, petrochemicals,,,
Jeff Rothschild, Rothschild,63, United States,M, Facebook,,,
Thomas Siebel, Siebel,65, United States,M, business software,,,
Paul Singer, Singer,73, United States,M, hedge funds,,,
Ralph Sonnenberg, Sonnenberg,84, Netherlands,M, blinds,,,
Jon Stryker, Stryker,60, United States,M, medical equipment,,,
Georg Stumpf, Stumpf,45, Austria,M, real estate, construction,,
Tsai Hong-tu, Tsai,65, Taiwan,M, finance,,,
Vincent Viola, Viola,62, United States,M, electronic trading,,,
Radovan Vitek, Vitek,47, Czech Republic,M, real estate,,,
Wang Laisheng, Wang,53, China,M, electronics components,,,
Carlos Ardila L¨¹lle, Ardila L¨¹lle,88, Colombia,M, soft drinks, diversified,,
["Daniel DAniello", "DAniello",71, United States,M, private equity,,,
Jim Davis, Davis,58, United States,M, staffing & recruiting,,,
Ding Shijia, Ding,54, China,M, sportswear,,,
John Fisher, Fisher,57, United States,M, Gap,,,
Kieu Hoang, Hoang,73, United States,M, medical products,,,
Huang Shih Tsai, Huang,67, Hong Kong,M, real estate,,,
Osman Kibar, Kibar,47, United States,M, biotech,,,
Aloke Lohia, Lohia,59, India,M, petrochemicals,,,
Taha Mikati, Mikati,73, Lebanon,M, telecom,,,
Philip Niarchos, Niarchos,64, Greece,M, art collection,,,
Stefan Olsson, Olsson,69, Sweden,M, diversified,,,
Sebastian Pi?era, Pi?era,68, Chile,M, investments,,,
Nicolas Puech, Puech,75, France,M, Hermes,,,
Chandru Raheja, Raheja,77, India,M, real estate,,,
David Rubenstein, Rubenstein,68, United States,M, private equity,,,
Shi Yuzhu, Shi,55, China,M, online games, investments,,
Zygmunt Solorz-Zak, Solorz-Zak,61, Poland,M, TV broadcasting,,,
Tung Chee Chen, Tung,76, Hong Kong,M, shipping,,,
Mark Walter, Walter,58, United States,M, finance,,,
Mortimer Zuckerman, Zuckerman,81, United States,M, real estate, media,,
Mohed Altrad, Altrad,70, France,M, scaffolding, cement mixers,,
Anil Ambani, Ambani,59, India,M, diversified,,,
Roberto Angelini Rossi, Angelini Rossi,69, Chile,M, forestry, mining,,
Pierre Chen, Chen,60, Taiwan,M, art, electronics,,
Ray Davis, Davis,76, United States,M, pipelines,,,
Bennett Dorrance, Dorrance,72, United States,M, Campbell Soup,,,
Eduardo Eurnekian, Eurnekian,85, Argentina,M, airports, investments,,
Piero Ferrari, Ferrari,73, Italy,M, automobiles,,,
Gu Yuhua, Gu,68, China,M, furniture,,,
Don Hankey, Hankey,75, United States,M, auto loans,,,
Reed Hastings, Hastings,57, United States,M, Netflix,,,
Huang Wei, Huang,58, China,M, real estate,,,
James Irsay, Irsay,59, United States,M, Indianapolis Colts,,,
Kim Beom-Su, Kim,52, South Korea,M, online services,,,
Mustafa Kucuk, Kucuk,55, Turkey,M, fashion retail,,,
Mohamed Mansour, Mansour,70, Egypt,M, diversified,,,
Najib Mikati, Mikati,62, Lebanon,M, telecom,,,
Ermirio Pereira de Moraes, Moraes,86, Brazil,M, diversified,,,
Bob Parsons, Parsons,67, United States,M, web hosting,,,
Krit Ratanarak, Ratanarak,72, Thailand,M, media, real estate,,
Phillip Ruffin, Ruffin,83, United States,M, casinos, real estate,,
Howard Schultz, Schultz,64, United States,M, Starbucks,,,
E. Joe Shoen, Shoen,68, United States,M, U-Haul,,,
Thomas Straumann, Straumann,54, Switzerland,M, dental implants,,,
Lawrence Stroll, Stroll,58, Canada,M, fashion investments,,,
Andrew Tan, Tan,65, Philippines,M, diversified,,,
Frank VanderSloot, VanderSloot,69, United States,M, nutrition and wellness products,,,
Sandro Veronesi, Veronesi,58, Italy,M, fashion,,,
Ty Warner, Warner,73, United States,M, real estate, plush toys,,
Zhang Wenzhong, Zhang,56, China,M, Retail,,,
Zuo Hui, Zuo,47, China,M, real estate services,,,
Juan Abello, Abello,76, Spain,M, investments,,,
Bang Jun-Hyuk, Bang,50, South Korea,M, online gaming,,,
Koos Bekker, Bekker,65, South Africa,M, media, investments,,
David Bonderman, Bonderman,75, United States,M, private equity,,,
Francesco Gaetano Caltagirone, Caltagirone,75, Italy,M, cement, diversified,,
John Caudwell, Caudwell,65, United Kingdom,M, mobile phones,,,
Chen Fashu, Chen,57, China,M, investments,,,
Chung Eui-Sun, Chung,47, South Korea,M, logistics,,,
Fong Yun Wah, Fong,93, Hong Kong,M, real estate,,,
Phillip Frost, Frost,81, United States,M, pharmaceuticals,,,
Lutz Mario Helmig, Helmig,71, Germany,M, hospitals,,,
B. Wayne Hughes, Hughes,84, United States,M, self storage,,,
Daniel Kretinsky, Kretinsky,42, Czech Republic,M, energy generation,,,
Raj Kumar & Kishin RK, Kumar & Kishin RK,64, Singapore,M, real estate,,,
Lam Kong, Lam,54, China,M, pharmaceuticals,,,
Lau Cho Kun, Lau,82, Malaysia,M, palm oil, property,,
Gilles Martin, Martin,54, France,M, laboratory services,,,
Daniel Mate, Mate,55, Spain,M, mining, commodities,,
Robert Miller, Miller,72, Canada,M, electronics components,,,
Jorge Moll Filho, Moll Filho,73, Brazil,M, hospitals,,,
Sean Parker, Parker,38, United States,M, Facebook,,,
Jay Paul, Paul,70, United States,M, real estate,,,
Patrick Ryan, Ryan,81, United States,M, insurance,,,
Thomas Secunda, Secunda,64, United States,M, Bloomberg LP,,,
Shen Wenrong, Shen,72, China,M, steel production,,,
Shen Yuxing, Shen,59, China,M, real estate,,,
Gil Shwed, Shwed,50, Israel,M, software,,,
Song Zuowen, Song,71, China,M, aluminum, diversified,,
Warren Stephens, Stephens,61, United States,M, investment banking,,,
Glen Taylor, Taylor,77, United States,M, printing,,,
Torbjorn Tornqvist, Tornqvist,64, Sweden,M, oil trading,,,
Bulat Utemuratov, Utemuratov,60, Kazakhstan,M, mining, banking, hotels,
Chip Wilson, Wilson,61, Canada,M, Lululemon,,,
Jerry Yang, Yang,49, United States,M, Yahoo,,,
Zhang Fan, Zhang,52, China,M, touch screens,,,
Zhu Xingliang, Zhu,59, China,M, construction,,,
Ramon Ang, Ang,64, Philippines,M, Diversified,,,
Edward Bass, Bass,72, United States,M, oil, investments,,
Lee Bass, Bass,62, United States,M, oil, investments,,
Bert Beveridge, Beveridge,56, United States,M, vodka,,,
George Bishop, Bishop,80, United States,M, oil & gas,,,
Jaime Botin, Botin,82, Spain,M, banking,,,
Norman Braman, Braman,85, United States,M, art, car dealerships,,
Chin Jong Hwa, Chin,60, Taiwan,M, auto parts,,,
Cho Tak Wong, Cho,72, Hong Kong,M, auto parts,,,
John Coates, Coates,48, United Kingdom,M, online gambling,,,
Du Jiangtao, Du,48, China,M, chemicals,,,
Aloysio de Andrade Faria, Faria,97, Brazil,M, banking,,,
Kenneth Feld, Feld,69, United States,M, circus, live entertainment,,
Luca Garavoglia, Garavoglia,49, Italy,M, spirits,,,
Noam Gottesman, Gottesman,57, United States,M, hedge funds,,,
Jonathan Gray, Gray,48, United States,M, investments,,,
Stein Erik Hagen, Hagen,61, Norway,M, consumer goods,,,
Chang-Woo Han, Han,87, Japan,M, pachinko parlors,,,
John Henry, Henry,68, United States,M, sports,,,
Lawrence Ho, Ho,41, Hong Kong,M, casinos,,,
Hui Lin Chit, Hui,65, China,M, hygiene products,,,
Mustafa Rahmi Koc, Koc,87, Turkey,M, diversified,,,
Kuan Kam Hon, Kuan,70, Malaysia,M, synthetic gloves,,,
Bernard Lewis, Lewis,92, United Kingdom,M, fashion retailer,,,
Vincent Lo, Lo,69, Hong Kong,M, real estate,,,
Jeffrey Lorberbaum, Lorberbaum,63, United States,M, flooring,,,
Joe Mansueto, Mansueto,61, United States,M, investment research,,,
Jose Roberto Marinho, Marinho,62, Brazil,M, media,,,
Roberto Irineu Marinho, Marinho,70, Brazil,M, media,,,
C. Dean Metropoulos, Metropoulos,72, United States,M, investments,,,
Aristotelis Mistakidis, Mistakidis,56, Greece,M, mining, commodities,,
Arturo Moreno, Moreno,71, United States,M, billboards, Anaheim Angels,,
Adam Neumann, Neumann,39, Israel,M, WeWork,,,
Or Wai Sheun, Or,67, Hong Kong,M, real estate,,,
Richard Peery, Peery,79, United States,M, real estate,,,
Horst Julius Pudwill, Pudwill,73, Germany,M, manufacturing,,,
P.V. Ramprasad Reddy, Reddy,60, India,M, pharmaceuticals,,,
Larry Robbins, Robbins,48, United States,M, hedge funds,,,
Carlos Sanchez, Sanchez,56, Brazil,M, generic drugs,,,
Stephan Schmidheiny, Schmidheiny,70, Switzerland,M, investments,,,
Charles Simonyi, Simonyi,69, United States,M, Microsoft,,,
Mark Stevens, Stevens,58, United States,M, venture capital,,,
Sze Man Bok, Sze,68, China,M, hygiene products,,,
Sarik Tara, Tara,88, Turkey,M, construction,,,
Peter Thiel, Thiel,50, United States,M, Facebook, Palantir,,
David Zalik, Zalik,44, United States,M, technology,,,
Zhao Tao, Zhao,52, Singapore,M, pharmaceuticals,,,
George Argyros, Argyros,81, United States,M, real estate, investments,,
John Arrillaga, Arrillaga,81, United States,M, real estate,,,
Charles Bronfman, Bronfman,86, Canada,M, liquor,,,
Peter Buck, Buck,87, United States,M, Subway sandwich shops,,,
Jean Coutu, Coutu,91, Canada,M, drugstores,,,
Jose Luis Cutrale, Cutrale,71, Brazil,M, orange juice,,,
Alfredo Egydio Arruda Villela Filho, Egydio Arruda Villela Filho,48, Brazil,M, banking,,,
Marcel Erni, Erni,53, Switzerland,M, private equity,,,
Andre Esteves, Esteves,49, Brazil,M, banking,,,
Carlo Fidani, Fidani,63, Canada,M, real estate,,,
Abhay Firodia, Firodia,73, India,M, automobiles,,,
Alfred Gantner, Gantner,50, Switzerland,M, private equity,,,
Geng Jianming, Geng,55, China,M, real estate,,,
Mitchell Goldhar, Goldhar,56, Canada,M, real estate,,,
Michael Hintze, Hintze,64, Australia,M, investment,,,
Igor Kesaev, Kesaev,51, Russia,M, tobacco distribution, retail,,
Koon Poh Keong, Koon,57, Malaysia,M, aluminum,,,
Hermann Langness, Langness,65, Germany,M, retail,,,
Li Zhongchu, Li,54, China,M, software,,,
Alexander Mamut, Mamut,58, Russia,M, investments,,,
Joao Roberto Marinho, Marinho,64, Brazil,M, media,,,
Patrice Motsepe, Motsepe,56, South Africa,M, mining,,,
Alfred Oetker, Oetker,51, Germany,M, consumer goods,,,
August Oetker, Oetker,74, Germany,M, consumer goods,,,
Carl Ferdinand Oetker, Oetker,45, Germany,M, consumer goods,,,
Christian Oetker, Oetker,70, Germany,M, consumer goods,,,
Richard Oetker, Oetker,67, Germany,M, consumer goods,,,
Daniel Pritzker, Pritzker,58, United States,M, hotels, investments,,
John Pritzker, Pritzker,65, United States,M, hotels, investments,,
Nevaldo Rocha, Rocha,88, Brazil,M, retail,,,
Luigi Rovati, Rovati,89, Italy,M, pharmaceuticals,,,
Ferit Faik Sahenk, Sahenk,54, Turkey,M, diversified,,,
Eric Smidt, Smidt,58, United States,M, hardware stores,,,
Alexander Spanos, Spanos,94, United States,M, real estate, Los Angeles Chargers,,
Tong Jinquan, Tong,63, China,M, real estate,,,
Peter Unger, Unger,73, Germany,M, auto repair,,,
Sunny Varkey, Varkey,61, India,M, education,,,
Urs Wietlisbach, Wietlisbach,56, Switzerland,M, private equity,,,
Michael Ying, Ying,68, Hong Kong,M, retail,,,
Yu Minhong, Yu,56, China,M, education,,,
Chen Hua, Chen,52, China,M, real estate,,,
Gustavo Denegri, Denegri,82, Italy,M, biotech,,,
Dermot Desmond, Desmond,67, Ireland,M, finance,,,
Murali Divi, Divi,67, India,M, pharmaceuticals,,,
Thomas Flohr, Flohr,48, Switzerland,M, VistaJet,,,
Bernard Fraisse, Fraisse,61, France,M, pharmaceuticals,,,
Harsh Goenka, Goenka,60, India,M, diversified,,,
David Gottesman, Gottesman,92, United States,M, investments,,,
Bill Haslam, Haslam,59, United States,M, truck stops,,,
Hu Baifan, Hu,55, China,M, pharmaceuticals,,,
W. Herbert Hunt, Hunt,89, United States,M, oil,,,
Alijan Ibragimov, Ibragimov,64, Kazakhstan,M, mining, metals,,
Bradley Jacobs, Jacobs,61, United States,M, logistics,,,
Brad Kelley, Kelley,61, United States,M, tobacco,,,
Vinod Khosla, Khosla,63, United States,M, venture capital,,,
Stephen Lansdown, Lansdown,65, Guernsey,M, financial services,,,
Martin Lau, Lau,45, Hong Kong,M, e-commerce,,,
Lee Joong-Keun, Lee,77, South Korea,M, construction, real estate,,
Lin Li, Lin,55, China,M, investments,,,
Kenneth Lo, Lo,79, United Kingdom,M, textiles,,,
Alexander Machkevich, Machkevich,64, Israel,M, mining, metals,,
Clayton Mathile, Mathile,77, United States,M, pet food,,,
Stanley Perron, Perron,95, Australia,M, real estate, retail,,
J. Joe Ricketts, Ricketts,76, United States,M, TD Ameritrade,,,
Dirk Rossmann, Rossmann,71, Germany,M, drugstores,,,
Dan Snyder, Snyder,53, United States,M, Washington Redskins,,,
Peter Spuhler, Spuhler,58, Switzerland,M, train cars,,,
Tang Yiu, Tang,84, Hong Kong,M, fashion retail,,,
John Tyson, Tyson,64, United States,M, food processing,,,
Wong Man Li, Wong,53, Hong Kong,M, furniture,,,
Aziz Akhannouch, Akhannouch,57, Morocco,M, petroleum, diversified,,
Ron Baron, Baron,75, United States,M, money management,,,
Shyam & Hari Bhartia, Bhartia,65, India,M, Diversified,,,
Timothy Boyle, Boyle,68, United States,M, Columbia Sportswear,,,
Mark Coombs, Coombs,57, United Kingdom,M, finance,,,
James Coulter, Coulter,58, United States,M, private equity,,,
Lorenzo Fertitta, Fertitta,49, United States,M, casinos, mixed martial arts,,
Alexander Frolov, Frolov,54, Russia,M, mining, steel,,
Alexandre Grendene Bartelle, Grendene Bartelle,68, Brazil,M, shoes,,,
Torstein Hagen, Hagen,75, Norway,M, cruises,,,
Hans-Werner Hector, Hector,78, Germany,M, SAP,,,
Stanley Hubbard, Hubbard,85, United States,M, DirecTV,,,
Ke Xiping, Ke,58, China,M, investments,,,
Kong Jian Min, Kong,50, China,M, real estate,,,
Heikki Kyostila, Kyostila,72, Finland,M, dental products,,,
Thomas Lee, Lee,74, United States,M, private equity,,,
Eric Lefkofsky, Lefkofsky,48, United States,M, Groupon,,,
Peter Lim, Lim,65, Singapore,M, investments,,,
Tomas Olivo Lopez, Olivo Lopez,44, Spain,M, shopping centers,,,
Phillip T. (Terry) Ragon, Ragon,69, United States,M, health IT,,,
Stewart Rahr, Rahr,72, United States,M, drug distribution,,,
T. Denny Sanford, Sanford,82, United States,M, banking, credit cards,,
Shen Guojun, Shen,55, China,M, retail,,,
Alain Taravella, Taravella,70, France,M, real estate,,,
Oleg Tinkov, Tinkov,50, Russia,M, banking,,,
Tung Chee Hwa, Tung,81, Hong Kong,M, shipping,,,
Ted Turner, Turner,79, United States,M, cable television,,,
Sunil Vaswani, Vaswani,54, United Kingdom,M, diversified,,,
Jitendra Virwani, Virwani,52, India,M, real estate,,,
Lang Walker, Walker,72, Australia,M, real estate,,,
Wu Zhigang, Wu,83, China,M, bakery chain,,,
Xiao Wenge, Xiao,51, China,M, entertainment,,,
Xiong Xuqiang, Xiong,61, Hong Kong,M, real estate,,,
Takao Yasuda, Yasuda,69, Japan,M, retail,,,
William Young, Young,77, United States,M, plastics,,,
Zhang Xiugen, Zhang,57, China,M, automobiles,,,
Leslie Alexander, Alexander,74, United States,M, sports team,,,
Josef Boquoi, Boquoi,84, Germany,M, frozen foods,,,
Nikolai Buinov, Buinov,50, Russia,M, oil, gas,,
Richard Chandler, Chandler,59, New Zealand,M, investments,,,
Patokh Chodiev, Chodiev,65, Belgium,M, mining, metals,,
Choo Chong Ngen, Choo,65, Singapore,M, hotels,,,
Todd Christopher, Christopher,55, United States,M, hair care products,,,
John de Mol, de Mol,63, Netherlands,M, television,,,
Bob Gaglardi, Gaglardi,77, Canada,M, hotels,,,
Gordon Getty, Getty,84, United States,M, Getty Oil,,,
Philippe Ginestet, Ginestet,64, France,M, retail stores,,,
Sanjiv Goenka, Goenka,57, India,M, diversified,,,
Alec Gores, Gores,65, United States,M, private equity,,,
David Hains, Hains,87, Australia,M, Investment,,,
Bahaa Hariri, Hariri,52, Lebanon,M, real estate, investments, logistics,
William Heinecke, Heinecke,69, Thailand,M, hotels,,,
Huang Hongyun, Huang,51, China,M, real estate,,,
Huang Zhenda, Huang,70, China,M, construction,,,
Ravi Jaipuria, Jaipuria,63, India,M, soft drinks,,,
Jiang Yehua, Jiang,55, China,M, real estate,,,
Manuel Jove, Jove,77, Spain,M, real estate,,,
Willibert Krueger, Krueger,77, Germany,M, food processing,,,
Kuok Khoon Hong, Kuok,68, Singapore,M, palm oil,,,
Christian Latouche, Latouche,77, France,M, accounting services,,,
Li Hongxin, Li,65, China,M, paper & related products,,,
Li Xiting, Li,67, China,M, medical devices,,,
Liang Yunchao, Liang,49, China,M, nutrition supplements,,,
Brandt Louie, Louie,74, Canada,M, drugstores,,,
Igor Makarov, Makarov,56, Russia,M, investments,,,
Mao Lixiang, Mao,77, China,M, cooking appliances,,,
Harsh Mariwala, Mariwala,67, India,M, consumer goods,,,
Martin Moller Nielsen, Moller Nielsen,53, Denmark,M, aircraft leasing,,,
David Murdock, Murdock,95, United States,M, Dole, real estate,,
N.R. Narayana Murthy, Murthy,71, India,M, software services,,,
Georg Nemetschek, Nemetschek,84, Germany,M, software,,,
Vikas Oberoi, Oberoi,47, India,M, real estate,,,
Tor Peterson, Peterson,53, United States,M, commodities,,,
Alexey Repik, Repik,38, Russia,M, pharmaceuticals,,,
Shin Chang-Jae, Shin,64, South Korea,M, insurance,,,
Kavitark Ram Shriram, Shriram,61, United States,M, venture capital, Google,,
Katsumi Tada, Tada,72, Japan,M, real estate,,,
Tang Shing-bor, Tang,84, Hong Kong,M, real estate,,,
Georg von Opel, von Opel,52, Switzerland,M, real estate, investments,,
David Walentas, Walentas,79, United States,M, real estate,,,
Ronald Wanek, Wanek,77, United States,M, furniture,,,
Wang Changtian, Wang,53, China,M, TV, movie production,,
Wang Wenjing, Wang,53, China,M, business software,,,
Ye Cheng, Ye,56, China,M, conglomerate,,,
Zhu Gongshan, Zhu,60, China,M, solar panel materials,,,
Antti Aarnio-Wihuri, Aarnio-Wihuri,78, Finland,M, diversified,,,
S. Daniel Abraham, Abraham,93, United States,M, Slim-Fast,,,
Joao Alves de Queiroz Filho, Alves de Queiroz Filho,65, Brazil,M, pharmaceuticals,,,
Mika Anttonen, Anttonen,51, Finland,M, oil & gas,,,
Thor Bjorgolfsson, Bjorgolfsson,51, Iceland,M, investments,,,
Andrei Bokarev, Bokarev,51, Russia,M, metals, mining,,
Bernhard Braun-Luedicke, Braun-Luedicke,41, Germany,M, medical technology,,,
Ron Burkle, Burkle,65, United States,M, supermarkets, investments,,
Vivek Chand Burman, Burman,81, India,M, consumer goods,,,
Chen Yung-Tai, Chen,82, Taiwan,M, real estate,,,
James Clark, Clark,74, United States,M, Netscape, investments,,
Christopher Cline, Cline,59, United States,M, coal,,,
Dong Wei, Dong,47, China,M, pharmaceuticals,,,
Glenn Dubin, Dubin,61, United States,M, hedge funds,,,
Robert Duggan, Duggan,74, United States,M, pharmaceuticals,,,
Jayme Garfinkel, Garfinkel,72, Brazil,M, insurance,,,
Sam Goi, Goi,69, Singapore,M, frozen foods,,,
Thomas Hagen, Hagen,82, United States,M, insurance,,,
Carlos Hank Rhon, Hank Rhon,70, Mexico,M, banking,,,
Christoph Henkel, Henkel,60, Germany,M, consumer goods,,,
Hu Kaijun, Hu,56, China,M, pharmaceuticals,,,
Huang Yi, Huang,56, Hong Kong,M, auto distribution,,,
Ramesh Juneja, Juneja,62, India,M, pharmaceuticals,,,
Bruce Karsh, Karsh,62, United States,M, private equity,,,
Henry Laufer, Laufer,72, United States,M, hedge funds,,,
Lee Jay-Hyun, Lee,58, South Korea,M, food products, entertainment,,
Wolfgang Leitner, Leitner,65, Austria,M, engineering,,,
Li Ge, Li,51, China,M, biotech,,,
Harald Link, Link,63, Thailand,M, diversified,,,
Liu Ming Hui, Liu,55, China,M, natural gas distribution,,,
Jeffrey Lurie, Lurie,66, United States,M, Philadelphia Eagles,,,
Ma Xingtian, Ma,48, China,M, pharmaceuticals,,,
Howard Marks, Marks,72, United States,M, private equity,,,
Miao Shouliang, Miao,63, China,M, real estate,,,
Lachhman Das Mittal, Mittal,87, India,M, tractors,,,
Mario Moretti Polegato, Moretti Polegato,65, Italy,M, shoes,,,
Vadim Moshkovich, Moshkovich,51, Russia,M, agriculture, land,,
Mofatraj Munot, Munot,73, India,M, real estate,,,
Jonathan Nelson, Nelson,62, United States,M, private equity,,,
Florentino Perez, Perez,71, Spain,M, construction,,,
Arvind Poddar, Poddar,60, India,M, tires,,,
Murdaya Poo, Poo,77, Indonesia,M, diversified,,,
Ren Zhengfei, Ren,74, China,M, telecom equipment,,,
Antony Ressler, Ressler,56, United States,M, finance,,,
Francisco Jose Riberas Mera, Riberas Mera,54, Spain,M, steel, autoparts,,
Rodney Sacks, Sacks,68, United States,M, energy drinks,,,
Hilton Schlosberg, Schlosberg,65, United Kingdom,M, energy drinks,,,
Brian Sheth, Sheth,42, United States,M, investments,,,
Satoshi Suzuki, Suzuki,64, Japan,M, cosmetics,,,
Arvind Tiku, Tiku,48, India,M, oil & gas, investments,,
Wang Liping, Wang,52, China,M, hydraulic machinery,,,
Wang Xicheng, Wang,69, China,M, tires,,,
Wei Shaojun, Wei,55, China,M, real estate,,,
Jon Yarbrough, Yarbrough,61, United States,M, video games,,,
Vladimir Yevtushenkov, Yevtushenkov,69, Russia,M, telecom, investments,,
Charles Zegar, Zegar,70, United States,M, Bloomberg LP,,,
Zhu Baoguo, Zhu,56, China,M, pharmaceuticals,,,
Saif Al Ghurair, Al Ghurair,94, United Arab Emirates,M, diversified,,,
Syed Mokhtar AlBukhary, AlBukhary,66, Malaysia,M, engineering, energy, construction,
Albert Berner, Berner,82, Germany,M, fasteners,,,
Thomas Bruch, Bruch,68, Germany,M, retail,,,
Chang Yun Chung, Chang,99, Singapore,M, shipping,,,
Benjamin de Rothschild, de Rothschild,54, Switzerland,M, banking,,,
James Dinan, Dinan,59, United States,M, hedge funds,,,
Charles Edelstenne, Edelstenne,80, France,M, aviation,,,
Bernd Freier, Freier,61, Germany,M, fashion retail,,,
Bill Gross, Gross,74, United States,M, investments,,,
Jeffrey Gundlach, Gundlach,59, United States,M, investments,,,
Suat Gunsel, Gunsel,65, Cyprus,M, real estate, education,,
Shmuel Harlap, Harlap,73, Israel,M, automotive,,,
Roberto Hernandez Ramirez, Hernandez Ramirez,76, Mexico,M, banking,,,
Johannes Kaercher, Kaercher,67, Germany,M, vacuums, cleaning products,,
Friedrich Knapp, Knapp,67, Germany,M, fashion retail,,,
Liang Jiankun, Liang,56, China,M, cobalt mining,,,
Liao Long-shing, Liao,65, Taiwan,M, petrochemicals,,,
Lin Shu-Hong, Lin,89, Taiwan,M, petrochemicals,,,
Yasseen Mansour, Mansour,56, Egypt,M, diversified,,,
David Nahmad, Nahmad,71, Monaco,M, art collection,,,
Alexander Nesis, Nesis,55, Russia,M, metals, banking, fertilizers,
Nandan Nilekani, Nilekani,63, India,M, software services,,,
Ranjan Pai, Pai,45, India,M, education,,,
Park Hyeon-Joo, Park,59, South Korea,M, mutual funds,,,
Qiu Jianping, Qiu,56, China,M, hand tools,,,
Megdet Rahimkulov, Rahimkulov,72, Russia,M, investments,,,
Vito Rodriguez Rodriguez, Rodriguez Rodriguez,79, Peru,M, processed milk,,,
Stephen Rubin, Rubin,81, United Kingdom,M, sports apparel,,,
Remo Ruffini, Ruffini,56, Italy,M, winter jackets,,,
Erik Selin, Selin,51, Sweden,M, real estate,,,
Peter Sondakh, Sondakh,68, Indonesia,M, investments,,,
Alan N. Trefler, Trefler,62, United States,M, software,,,
Tseng Shin-yi, Tseng,90, Taiwan,M, petrochemicals,,,
Masateru Uno, Uno,71, Japan,M, drugstores,,,
Wang Qingtao, Wang,56, China,M, steel smelting,,,
Evan Williams, Williams,46, United States,M, Twitter,,,
Gustav Magnar Witzoe, Witzoe,25, Norway,M, fish farming,,,
Horst Wortmann, Wortmann,77, Germany,M, footwear,,,
Xiao Yongming, Xiao,53, China,M, fertilizer,,,
Xie Zhikun, Xie,57, China,M, investments,,,
Xue Xiangdong, Xue,59, China,M, software,,,
Yuan Yafei, Yuan,54, China,M, retail, investments,,
Robin Zeng, Zeng,50, Hong Kong,M, batteries,,,
Zhang Daocai, Zhang,68, China,M, valves,,,
Zhang Xuansong, Zhang,46, China,M, supermarket,,,
Zheng Yuewen, Zheng,56, China,M, investments,,,
Aras Agalarov, Agalarov,62, Russia,M, real estate,,,
Maurice Alter, Alter,93, Australia,M, real estate,,,
An Kang, An,69, China,M, pharmaceuticals,,,
Alex Beard, Beard,50, United Kingdom,M, mining, commodities,,
Nicolas Berggruen, Berggruen,56, United States,M, investments,,,
Vladimir Bogdanov, Bogdanov,67, Russia,M, oil,,,
Julio Bozano, Bozano,82, Brazil,M, banking,,,
Karl Friedrich Braun, Braun,35, Germany,M, medical technology,,,
Anand Burman, Burman,66, India,M, consumer goods,,,
Edouard Carmignac, Carmignac,70, France,M, asset management,,,
Chen Jianhua, Chen,47, China,M, chemicals,,,
Chung Mong-Joon, Chung,66, South Korea,M, shipbuilding, industrial machines,,
Jack Cowin, Cowin,75, Australia,M, fast food,,,
Cui Genliang, Cui,60, China,M, electric components,,,
Kommer Damen, Damen,74, Netherlands,M, shipbuilding,,,
Diego Della Valle, Della Valle,64, Italy,M, shoes,,,
Dou Zhenggang, Dou,65, China,M, energy, chemicals,,
N. Murray Edwards, Edwards,58, Canada,M, oil & gas,,,
Gabriel Escarrer, Escarrer,83, Spain,M, hotels,,,
Clement Fayat, Fayat,86, France,M, construction,,,
James France, France,73, United States,M, Nascar, racing,,
Senapathy Gopalakrishnan, Gopalakrishnan,63, India,M, software services,,,
David Harding, Harding,56, United Kingdom,M, finance,,,
Stewart Horejsi, Horejsi,80, United States,M, Berkshire Hathaway,,,
Huang Qisen, Huang,53, China,M, real estate,,,
Hamilton James, James,66, United States,M, investments,,,
John Kapoor, Kapoor,74, United States,M, healthcare,,,
William Lauder, Lauder,58, United States,M, Estee Lauder,,,
Li Zongsong, Li,51, China,M, pharmaceuticals,,,
Willy Michel, Michel,71, Switzerland,M, medical devices,,,
Masahiro Noda, Noda,79, Japan,M, software,,,
Gregorio Perez Companc, Perez Companc,82, Argentina,M, oil & gas,,,
Qin Hui, Qin,50, China,M, movie theaters,,,
Matthias Reinhart, Reinhart,58, Switzerland,M, finance,,,
Brian Roberts, Roberts,58, United States,M, Comcast,,,
Alberto Roemmers, Roemmers,91, Argentina,M, pharmaceuticals,,,
Gerald Schwartz, Schwartz,76, Canada,M, finance,,,
Thaksin Shinawatra, Shinawatra,68, Thailand,M, investments,,,
William Stone, Stone,63, United States,M, software,,,
Petter Stordalen, Stordalen,55, Norway,M, hotels,,,
Sun Shoukuan, Sun,68, China,M, metals. coal,,,
Ba Duong Tran, Tran,58, Vietnam,M, automotive,,,
Hamdi Ulukaya, Ulukaya,45, Turkey,M, greek yogurt,,,
Wong Luen Hei, Wong,56, China,M, building materials,,,
Xu Hang, Xu,52, China,M, medical devices,,,
